"","Beebase","FBO_Module","FBO_DEG_Type","active_bias","sterile_bias","Entrez","D_melanogaster_Protein_ID","D_melanogaster_Gene_ID","accession","Gene_name"
"14831","GB55535","FBO  4",NA,NA,NA,"410808","FBpp0075091","FBgn0003410","XM_394284.4"," PREDICTED: Apis mellifera E3 ubiquitin-protein ligase sina (sina), transcript variant X2, mRNA"
"14832","GB55536","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_623354.4"," PREDICTED: Apis mellifera transketolase (LOC550804), transcript variant 2, mRNA"
"14833","GB55537","FBO  12",NA,NA,NA,"550804","FBpp0081370","FBgn0037607","XM_623193.4"," PREDICTED: Apis mellifera transketolase (LOC550804), transcript variant 1, mRNA"
"14834","GB55538","FBO  2",NA,NA,NA,"409034","#N/A","#N/A","XM_006568763.1"," PREDICTED: Apis mellifera uncharacterized LOC409034 (LOC409034), mRNA"
"14835","GB55539","FBO  4",NA,NA,NA,"100577742","#N/A","#N/A","XM_003251218.2"," PREDICTED: Apis mellifera uncharacterized LOC100577742 (LOC100577742), mRNA"
"14836","GB55540","FBO  2","Reproductive",NA,NA,"552580","FBpp0111770","FBgn0010328","XM_006568767.1"," PREDICTED: Apis mellifera zinc finger MYM-type protein 4-like (LOC552580), mRNA"
"14837","GB55541","FBO  12",NA,NA,NA,NA,NA,NA,NA,NA
"14838","GB55542","FBO  10",NA,NA,NA,"413142","FBpp0082709","FBgn0086370","XM_396593.4"," PREDICTED: Apis mellifera sarah (sra), mRNA"
"14839","GB55544","FBO  5",NA,NA,NA,"551535","FBpp0073073","FBgn0261274","XM_623930.3"," PREDICTED: Apis mellifera endoplasmic reticulum oxidoreductin-1-like (Ero1L), mRNA"
"14840","GB55545","FBO  3",NA,NA,NA,NA,NA,NA,NA,NA
"14841","GB55546","FBO  6",NA,NA,NA,NA,NA,NA,NA,NA
"14842","GB55547","FBO  7","Sterile",NA,NA,"408658","#N/A","#N/A","NM_001077810.1"," Apis mellifera chemosensory protein 2 (CSP2), mRNA"
"14843","GB55548","FBO  1","Sterile",NA,NA,NA,"#N/A","#N/A","XM_001120980.3"," PREDICTED: Apis mellifera lachesin-like (LOC725091), transcript variant X1, mRNA"
"14844","GB55549","FBO  8",NA,NA,NA,"725091","#N/A","#N/A","XM_001120980.3"," PREDICTED: Apis mellifera lachesin-like (LOC725091), transcript variant X1, mRNA"
"14845","GB55550","FBO  2",NA,NA,NA,"410811","FBpp0089148","FBgn0003969","XM_394287.5"," PREDICTED: Apis mellifera ras GTPase-activating protein 1-like (LOC410811), transcript variant X2, mRNA"
"14846","GB55551","FBO  3",NA,NA,NA,NA,NA,NA,NA,NA
"14847","GB55552","FBO  7",NA,NA,NA,"551688","FBpp0074439","FBgn0030992","XM_006568783.1"," PREDICTED: Apis mellifera band 7 protein AAEL010189-like (LOC551688), transcript variant X4, mRNA"
"14848","GB55553","FBO  3",NA,NA,NA,NA,NA,NA,NA,NA
"14849","GB55554","FBO  13",NA,NA,NA,NA,NA,NA,NA,NA
"14850","GB55555","FBO  2",NA,NA,NA,NA,NA,NA,NA,NA
"14851","GB55556","FBO  6",NA,NA,NA,"408660","#N/A","#N/A","XM_397515.5"," PREDICTED: Apis mellifera uncharacterized LOC408660 (LOC408660), mRNA"
"14852","GB55557","FBO  1",NA,NA,NA,"724986","#N/A","#N/A","XM_006568789.1"," PREDICTED: Apis mellifera UPF0614 protein C14orf102-like (LOC724986), mRNA"
"14853","GB55558","FBO  4",NA,NA,NA,"409088","#N/A","#N/A","XM_392613.5"," PREDICTED: Apis mellifera uncharacterized LOC409088 (LOC409088), transcript variant 1, mRNA"
"14854","GB55559","FBO  5",NA,NA,NA,"409087","FBpp0087129","FBgn0033679","XM_392612.5"," PREDICTED: Apis mellifera d-beta-hydroxybutyrate dehydrogenase, mitochondrial-like (LOC409087), transcript variant X2, mRNA"
"14855","GB55560","FBO  4",NA,NA,NA,"552012","FBpp0084309","FBgn0028717","XM_624392.4"," PREDICTED: Apis mellifera SH2B adapter protein 1-like (LOC552012), transcript variant X2, mRNA"
"14856","GB55561","FBO  12",NA,NA,NA,"725138","FBpp0078080","FBgn0052446","XM_001121022.3"," PREDICTED: Apis mellifera copper transport protein ATOX1-like (LOC725138), mRNA"
"14857","GB55562","FBO  8",NA,NA,NA,NA,NA,NA,NA,NA
"14858","GB55563","FBO  5",NA,NA,NA,"551492","FBpp0081828","FBgn0037880","XM_006568799.1"," PREDICTED: Apis mellifera protein midA homolog, mitochondrial (LOC551492), transcript variant X1, mRNA"
"14859","GB55564","FBO  13",NA,NA,NA,"726589","#N/A","#N/A","XM_006568802.1"," PREDICTED: Apis mellifera uncharacterized LOC726589 (LOC726589), transcript variant X2, mRNA"
"14860","GB55565","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XR_411277.1"," PREDICTED: Apis mellifera uncharacterized LOC102656267 (LOC102656267), ncRNA"
"14861","GB55566","FBO  4","Reproductive",NA,NA,"412315","#N/A","#N/A","XM_395776.3"," PREDICTED: Apis mellifera ran-specific GTPase-activating protein-like (LOC412315), transcript variant X2, mRNA"
"14862","GB55567","FBO  6",NA,NA,NA,"724299","FBpp0293366","FBgn0262483","XM_006568812.1"," PREDICTED: Apis mellifera uncharacterized LOC724299 (LOC724299), transcript variant X2, mRNA"
"14863","GB55568","FBO  3",NA,NA,NA,"411697","FBpp0083227","FBgn0038742","XM_623167.4"," PREDICTED: Apis mellifera Arc42 protein (Arc42), transcript variant X2, mRNA"
"14864","GB55569","FBO  2",NA,NA,NA,"412175","FBpp0086007","FBgn0040294","XM_006568816.1"," PREDICTED: Apis mellifera plenty of SH3s (POSH), transcript variant X3, mRNA"
"14865","GB55570","FBO  5",NA,NA,NA,"552562","FBpp0071869","FBgn0021979","XM_624938.4"," PREDICTED: Apis mellifera transmembrane protein 53-like (LOC552562), transcript variant X3, mRNA"
"14866","GB55571","FBO  5",NA,NA,NA,"552595","FBpp0071439","FBgn0030218","XM_006568822.1"," PREDICTED: Apis mellifera mitochondrial ornithine transporter 1-like (LOC552595), transcript variant X1, mRNA"
"14867","GB55572","FBO  4",NA,NA,NA,"409234","FBpp0070124","FBgn0025637","XM_392758.5"," PREDICTED: Apis mellifera S-phase kinase-associated protein 1 (skp1), transcript variant 1, mRNA"
"14868","GB55573","FBO  15",NA,NA,NA,"411766","FBpp0088615","FBgn0027780","XM_006569125.1"," PREDICTED: Apis mellifera acyl-CoA synthetase family member 4-like (LOC411766), mRNA"
"14869","GB55574","FBO  4",NA,NA,NA,"409192","FBpp0088794","FBgn0032120","XM_006568825.1"," PREDICTED: Apis mellifera probable phospholipid-transporting ATPase VD-like (LOC409192), transcript variant X2, mRNA"
"14870","GB55575","FBO  11",NA,NA,NA,"411764","FBpp0297165","FBgn0040238","XM_006568831.1"," PREDICTED: Apis mellifera bestrophin-2-like (LOC411764), transcript variant X6, mRNA"
"14871","GB55576","FBO  8",NA,NA,"paternal","408661","FBpp0112914","FBgn0086655","XM_006568833.1"," PREDICTED: Apis mellifera uncharacterized LOC408661 (LOC408661), transcript variant X1, mRNA"
"14872","GB55577","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XM_006569126.1"," PREDICTED: Apis mellifera uncharacterized LOC726461 (LOC726461), mRNA"
"14873","GB55578","FBO  11",NA,NA,NA,"726461","FBpp0086727","FBgn0040752","XM_006569126.1"," PREDICTED: Apis mellifera uncharacterized LOC726461 (LOC726461), mRNA"
"14874","GB55579","FBO  5",NA,NA,NA,"408662","FBpp0085689","FBgn0034452","XM_006569127.1"," PREDICTED: Apis mellifera WD repeat domain 19 (WDR19), mRNA"
"14875","GB55580","FBO  5",NA,NA,NA,NA,NA,NA,NA,NA
"14876","GB55581","FBO  5",NA,NA,NA,"413164","FBpp0073959","FBgn0030703","XM_396615.5"," PREDICTED: Apis mellifera membrane-associated progesterone receptor component 2-like (LOC413164), transcript variant 2, mRNA"
"14877","GB55582","FBO  7","Sterile",NA,NA,"726332","#N/A","#N/A","XM_006568836.1"," PREDICTED: Apis mellifera histone acetyltransferase p300-like (LOC726332), transcript variant X2, mRNA"
"14878","GB55583","FBO  11",NA,NA,NA,"726280","FBpp0291862","FBgn0261617","XM_006568834.1"," PREDICTED: Apis mellifera uncharacterized LOC726280 (LOC726280), mRNA"
"14879","GB55584","FBO  2","Reproductive",NA,NA,NA,"FBpp0072803","FBgn0016794","XM_394316.5"," PREDICTED: Apis mellifera daughter of sevenless (dos), mRNA"
"14880","GB55585","FBO  14",NA,NA,NA,"726231","#N/A","#N/A","XM_001121987.3"," PREDICTED: Apis mellifera uncharacterized LOC726231 (LOC726231), mRNA"
"14881","GB55586","FBO  14",NA,NA,NA,NA,"#N/A","#N/A","XM_001121987.3"," PREDICTED: Apis mellifera uncharacterized LOC726231 (LOC726231), mRNA"
"14882","GB55587","FBO  15",NA,NA,NA,"408678","#N/A","#N/A","XM_006568841.1"," PREDICTED: Apis mellifera OTU domain-containing protein 7B-like (LOC408678), transcript variant X5, mRNA"
"14883","GB55588","FBO  4",NA,NA,NA,NA,"FBpp0072671","FBgn0025820","NM_001206467.1"," Apis mellifera jumping translocation breakpoint protein (Jtb), mRNA"
"14884","GB55589","FBO  4",NA,NA,NA,NA,"FBpp0080676","FBgn0032724","NM_001206467.1"," Apis mellifera jumping translocation breakpoint protein (Jtb), mRNA"
"14885","GB55590","FBO  5",NA,NA,NA,"410837","FBpp0076936","FBgn0025814","XM_394313.5"," PREDICTED: Apis mellifera microsomal gluathione S-transferase 1 (GST-mic1), transcript variant 1, mRNA"
"14886","GB55591","FBO  6","Sterile",NA,"paternal","408677","FBpp0086659","FBgn0050069","XM_006568844.1"," PREDICTED: Apis mellifera uncharacterized LOC408677 (LOC408677), transcript variant X1, mRNA"
"14887","GB55592","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XM_006569128.1"," PREDICTED: Apis mellifera myb-like protein X-like (LOC102656639), mRNA"
"14888","GB55593","FBO  7",NA,NA,NA,"406102","FBpp0075687","FBgn0011279","NM_001011590.1"," Apis mellifera odorant binding protein 1 (Obp1), mRNA"
"14889","GB55594","FBO  3",NA,NA,NA,"725958","#N/A","#N/A","XM_006568856.1"," PREDICTED: Apis mellifera mucosa-associated lymphoid tissue lymphoma translocation protein 1-like (LOC725958), transcript variant X1, mRNA"
"14890","GB55595","FBO  3",NA,NA,NA,"408675","FBpp0078694","FBgn0031651","XM_392212.5"," PREDICTED: Apis mellifera mitochondrial ribosomal protein L24 (mRpL24), mRNA"
"14891","GB55596","FBO  8",NA,NA,NA,"725697","FBpp0071982","FBgn0004795","XM_006568873.1"," PREDICTED: Apis mellifera uncharacterized LOC725697 (LOC725697), transcript variant X5, mRNA"
"14892","GB55597","FBO  2",NA,NA,NA,"100576847","#N/A","#N/A","XM_006568877.1"," PREDICTED: Apis mellifera cytochrome c oxidase subunit 6B1-like (LOC100576847), mRNA"
"14893","GB55598","FBO  6","Sterile",NA,NA,"410815","FBpp0074298","FBgn0004028","NM_001040256.1"," Apis mellifera troponin I (TpnI), mRNA"
"14894","GB55599","FBO  6","Sterile",NA,NA,NA,"#N/A","#N/A","XM_006569129.1"," PREDICTED: Apis mellifera skin secretory protein xP2-like (LOC102656695), mRNA"
"14895","GB55600","FBO  7","Sterile",NA,NA,NA,"#N/A","#N/A","XM_006568880.1"," PREDICTED: Apis mellifera CD151 antigen-like (LOC102656585), mRNA"
"14896","GB55601","FBO  7",NA,"paternal","paternal","725358","FBpp0073525","FBgn0030435","XM_001121218.3"," PREDICTED: Apis mellifera protein YIPF1-like (LOC725358), mRNA"
"14897","GB55602","FBO  1",NA,NA,NA,"100578412","#N/A","#N/A","XM_003251239.2"," PREDICTED: Apis mellifera uncharacterized LOC100578412 (LOC100578412), mRNA"
"14898","GB55603","FBO  7","Sterile",NA,NA,"100578484","#N/A","#N/A","XM_003251240.2"," PREDICTED: Apis mellifera uncharacterized LOC100578484 (LOC100578484), mRNA"
"14899","GB55604","FBO  3","Sterile",NA,NA,"725144","#N/A","#N/A","XM_003251241.2"," PREDICTED: Apis mellifera uncharacterized LOC725144 (LOC725144), transcript variant X2, mRNA"
"14900","GB55605","FBO  1",NA,NA,NA,NA,"FBpp0087553","FBgn0010316","XM_006568899.1"," PREDICTED: Apis mellifera cyclin-dependent kinase inhibitor 1-like (LOC102653940), mRNA"
"14901","GB55606","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"14902","GB55607","FBO  5",NA,NA,NA,NA,"#N/A","#N/A","XM_006568905.1"," PREDICTED: Apis mellifera uncharacterized LOC100578654 (LOC100578654), transcript variant X2, mRNA"
"14903","GB55608","FBO  2","Reproductive",NA,NA,NA,"#N/A","#N/A","XM_006568905.1"," PREDICTED: Apis mellifera uncharacterized LOC100578654 (LOC100578654), transcript variant X2, mRNA"
"14904","GB55609","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"14905","GB55610","FBO  6",NA,NA,NA,"724919","FBpp0087562","FBgn0033451","XM_006568922.1"," PREDICTED: Apis mellifera MOSC domain-containing protein 2, mitochondrial-like (LOC724919), mRNA"
"14906","GB55611","FBO  1","Sterile",NA,NA,"100576986","#N/A","#N/A","XM_003251266.2"," PREDICTED: Apis mellifera uncharacterized LOC100576986 (LOC100576986), transcript variant X1, mRNA"
"14907","GB55612","FBO  7",NA,NA,NA,"552320","#N/A","#N/A","XM_006568925.1"," PREDICTED: Apis mellifera uncharacterized LOC552320 (LOC552320), transcript variant X1, mRNA"
"14908","GB55613","FBO  3",NA,NA,NA,"100576118","#N/A","#N/A","XM_006568931.1"," PREDICTED: Apis mellifera uncharacterized LOC100576118 (LOC100576118), transcript variant X4, mRNA"
"14909","GB55614","FBO  3",NA,NA,NA,"724776","#N/A","#N/A","XM_001120675.3"," PREDICTED: Apis mellifera uncharacterized LOC724776 (LOC724776), mRNA"
"14910","GB55615","FBO  3",NA,NA,NA,"552277","#N/A","#N/A","XM_006568933.1"," PREDICTED: Apis mellifera uncharacterized LOC552277 (LOC552277), mRNA"
"14911","GB55616","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_001119842.3"," PREDICTED: Apis mellifera uncharacterized LOC724114 (LOC724114), transcript variant X1, mRNA"
"14912","GB55617","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_003251247.2"," PREDICTED: Apis mellifera uncharacterized LOC100576254 (LOC100576254), mRNA"
"14913","GB55618","FBO  1",NA,NA,NA,"410823","FBpp0080498","FBgn0032593","XM_394299.5"," PREDICTED: Apis mellifera transient receptor potential-gamma protein (trpgamma), transcript variant X1, mRNA"
"14914","GB55619","FBO  3","Sterile",NA,NA,"408669","FBpp0086128","FBgn0034184","XM_006568962.1"," PREDICTED: Apis mellifera uncharacterized LOC408669 (LOC408669), transcript variant X3, mRNA"
"14915","GB55620","FBO  3","Sterile",NA,NA,NA,"#N/A","#N/A","XM_006568951.1"," PREDICTED: Apis mellifera transient receptor potential-gamma protein (trpgamma), transcript variant X11, mRNA"
"14916","GB55621","FBO  6",NA,NA,NA,NA,"#N/A","#N/A","XM_006568958.1"," PREDICTED: Apis mellifera uncharacterized LOC102656490 (LOC102656490), transcript variant X2, mRNA"
"14917","GB55622","FBO  6","Sterile",NA,NA,"100577106","#N/A","#N/A","XM_003251267.2"," PREDICTED: Apis mellifera uncharacterized LOC100577106 (LOC100577106), transcript variant X1, mRNA"
"14918","GB55623","FBO  7",NA,NA,NA,NA,NA,NA,NA,NA
"14919","GB55624","FBO  2",NA,NA,NA,"410825","FBpp0080067","FBgn0032479","XM_394301.4"," PREDICTED: Apis mellifera leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2-like (LOC410825), transcript variant X2, mRNA"
"14920","GB55625","FBO  5",NA,NA,NA,"550738","FBpp0074972","FBgn0052177","XM_623129.4"," PREDICTED: Apis mellifera NEDD4 family-interacting protein 1-like (LOC550738), mRNA"
"14921","GB55626","FBO  5",NA,NA,NA,"100576706","FBpp0076113","FBgn0036020","XM_003251250.2"," PREDICTED: Apis mellifera peptidyl-prolyl cis-trans isomerase D-like (LOC100576706), transcript variant X1, mRNA"
"14922","GB55627","FBO  17",NA,NA,NA,NA,"FBpp0080148","FBgn0004406","XM_006568971.1"," PREDICTED: Apis mellifera DNA polymerase subunit gamma-1, mitochondrial (tam), mRNA"
"14923","GB55628","FBO  9",NA,NA,NA,"726428","FBpp0077203","FBgn0051957","XM_001120246.3"," PREDICTED: Apis mellifera RNA-binding EIF1AD-like protein (LOC726428), transcript variant X1, mRNA"
"14924","GB55629","FBO  2","Reproductive",NA,NA,"726393","#N/A","#N/A","NM_001098232.1"," Apis mellifera capa receptor-like GPCR (LOC726393), mRNA"
"14925","GB55630","FBO  2","Reproductive",NA,NA,"411672","FBpp0078034","FBgn0037100","XM_006568693.1"," PREDICTED: Apis mellifera neuropeptides capa receptor-like protein (LOC411672), transcript variant X1, mRNA"
"14926","GB55631","FBO  2","Reproductive",NA,NA,NA,"FBpp0070353","FBgn0023515","XM_006568977.1"," PREDICTED: Apis mellifera acidic repeat-containing protein-like (LOC102653961), transcript variant X2, mRNA"
"14927","GB55632","FBO  2",NA,NA,NA,"412133","FBpp0084784","FBgn0005596","XM_006568978.1"," PREDICTED: Apis mellifera uncharacterized LOC412133 (LOC412133), transcript variant X1, mRNA"
"14928","GB55633","FBO  2","Reproductive",NA,NA,NA,NA,NA,NA,NA
"14929","GB55634","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"14930","GB55635","FBO  3",NA,NA,NA,"726230","FBpp0088679","FBgn0032202","XM_001121986.3"," PREDICTED: Apis mellifera cAMP-responsive element-binding protein-like 2-like (LOC726230), mRNA"
"14931","GB55636","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_006569133.1"," PREDICTED: Apis mellifera histone-lysine N-methyltransferase SETMAR-like (LOC726098), mRNA"
"14932","GB55637","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XM_006572051.1"," PREDICTED: Apis mellifera histone-lysine N-methyltransferase SETMAR-like (LOC102655927), mRNA"
"14933","GB55638","FBO  5",NA,NA,NA,"410828","FBpp0073242","FBgn0003965","XM_006568986.1"," PREDICTED: Apis mellifera tryptophan 2,3-dioxygenase (LOC410828), transcript variant X1, mRNA"
"14934","GB55639","FBO  3",NA,NA,NA,"551330","FBpp0083802","FBgn0002622","XM_623728.4"," PREDICTED: Apis mellifera ribosomal protein S3 (RpS3), mRNA"
"14935","GB55640","FBO  4",NA,NA,NA,"725930","FBpp0085611","FBgn0034500","XM_001121718.3"," PREDICTED: Apis mellifera retinol dehydrogenase 12-like (LOC725930), mRNA"
"14936","GB55641","FBO  2",NA,NA,NA,"409322","FBpp0291500","FBgn0022063","XM_006568989.1"," PREDICTED: Apis mellifera Pcf11, cleavage and polyadenylation factor subunit (Pcf11), transcript variant X1, mRNA"
"14937","GB55642","FBO  1",NA,NA,NA,"725758","FBpp0111473","FBgn0085380","XM_001121567.3"," PREDICTED: Apis mellifera uncharacterized LOC725758 (LOC725758), transcript variant X1, mRNA"
"14938","GB55643","FBO  12",NA,NA,NA,"409236","FBpp0082522","FBgn0016691","XM_392760.5"," PREDICTED: Apis mellifera ATP synthase subunit O, mitochondrial (Oscp), mRNA"
"14939","GB55644","FBO  2",NA,NA,NA,"409221","#N/A","#N/A","XM_006568999.1"," PREDICTED: Apis mellifera uncharacterized LOC409221 (LOC409221), transcript variant X1, mRNA"
"14940","GB55645","FBO  4",NA,NA,NA,"551689","FBpp0082727","FBgn0261286","XM_624077.4"," PREDICTED: Apis mellifera nucleolar protein 6 (LOC551689), mRNA"
"14941","GB55646","FBO  2",NA,NA,NA,"410831","FBpp0293608","FBgn0250823","XM_006569005.1"," PREDICTED: Apis mellifera casein kinase gilgamesh (gish), transcript variant X3, mRNA"
"14942","GB55647","FBO  8",NA,NA,NA,NA,NA,NA,NA,NA
"14943","GB55648","FBO  1",NA,NA,NA,"408670","#N/A","#N/A","XM_006569014.1"," PREDICTED: Apis mellifera Down syndrome cell adhesion molecule-like protein CG42256-like (LOC408670), transcript variant X2, mRNA"
"14944","GB55649","FBO  6",NA,NA,NA,NA,NA,NA,NA,NA
"14945","GB55650","FBO  6","Sterile",NA,NA,"408680","FBpp0293114","FBgn0011286","XM_006569036.1"," PREDICTED: Apis mellifera ryanodine receptor (RyR), transcript variant X14, mRNA"
"14946","GB55651","FBO  1",NA,NA,NA,"408681","#N/A","#N/A","XM_392218.5"," PREDICTED: Apis mellifera solute carrier family 35 member F1-like (LOC408681), transcript variant X1, mRNA"
"14947","GB55652","FBO  11",NA,NA,NA,"413130","FBpp0072561","FBgn0035205","XM_396581.5"," PREDICTED: Apis mellifera Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) (CTR9), mRNA"
"14948","GB55653","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XM_003251269.2"," PREDICTED: Apis mellifera uncharacterized LOC100577635 (LOC100577635), transcript variant X1, mRNA"
"14949","GB55654","FBO  8",NA,NA,NA,"100577635","#N/A","#N/A","XM_003251269.2"," PREDICTED: Apis mellifera uncharacterized LOC100577635 (LOC100577635), transcript variant X1, mRNA"
"14950","GB55656","FBO  10",NA,NA,NA,"725101","#N/A","#N/A","XM_001120007.3"," PREDICTED: Apis mellifera uncharacterized LOC725101 (LOC725101), mRNA"
"14951","GB55657","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XM_624452.4"," PREDICTED: Apis mellifera probable phospholipid-transporting ATPase IA-like (LOC552074), transcript variant X16, mRNA"
"14952","GB55658","FBO  17","Sterile",NA,NA,"552074","FBpp0289035","FBgn0259221","XM_006569069.1"," PREDICTED: Apis mellifera probable phospholipid-transporting ATPase IA-like (LOC552074), transcript variant X13, mRNA"
"14953","GB55659","FBO  2",NA,NA,NA,"724775","FBpp0075441","FBgn0036450","XM_001120674.3"," PREDICTED: Apis mellifera tudor domain-containing protein 3-like (LOC724775), transcript variant X1, mRNA"
"14954","GB55660","FBO  2","Reproductive",NA,NA,"550739","FBpp0078042","FBgn0026371","XM_623130.4"," PREDICTED: Apis mellifera Sak kinase (SAK), transcript variant X2, mRNA"
"14955","GB55661","FBO  10",NA,NA,NA,"410844","FBpp0078011","FBgn0037092","XM_394320.5"," PREDICTED: Apis mellifera neuronal membrane glycoprotein M6-b-like (LOC410844), transcript variant X2, mRNA"
